,word_original,word_no_punctuation,word_can_search,word_index_in_song,line_index_in_song,stanza_index_in_song,stanza_description,line_index_in_stanza,word_index_in_line,count_with_all_chorus,count_with_first_chorus,count_with_no_chorus,list_of_indexes,textblob_pos_tags,broad_pos_tag,hugface_label,hugface_score,line_original,line_classified,line_label,line_score,line_positivity,line_positivity_rank,line_positivity_norm,word_positivity,word_positivity_rank,word_positivity_norm,tsne_x,tsne_y
31,down,down,down,32,5,2,Chorus,2,14,4,0,0,"[32, 198, 265, 523]","[('down', 'RB')]",ADV,NEGATIVE,0.9997,God show me the way because the Devil's tryna break me down, god show me the way because the devil's tryna break me down,NEGATIVE,0.9939,-0.9939,9,0.2,-0.9997,1,0.006134969325153374,-19.430582,14.117627
32,(Jesus,Jesus,jesus,33,6,2,Chorus,3,15,18,6,5,"[19, 33, 160, 185, 199, 217, 233, 252, 266, 284, 300, 323, 337, 354, 431, 450, 510, 524]","[('jesus', 'NN')]",N,POSITIVE,0.9656,(Jesus walk with me), jesus walk with me,POSITIVE,0.9918,0.9918,39,0.8666666666666667,0.9656,86,0.5276073619631901,17.571138,14.0539
33,walk,walk,walk,34,6,2,Chorus,3,16,14,1,1,"[20, 34, 70, 186, 200, 218, 234, 253, 267, 285, 301, 324, 511, 525]","[('walk', 'NN')]",N,POSITIVE,0.9979,(Jesus walk with me), jesus walk with me,POSITIVE,0.9918,0.9918,39,0.8666666666666667,0.9979,145,0.8895705521472392,-14.040629,7.301565
34,with,with,with,35,6,2,Chorus,3,17,9,2,2,"[7, 17, 35, 201, 235, 268, 302, 325, 526]","[('with', 'IN')]",PREP,POSITIVE,0.9826,(Jesus walk with me), jesus walk with me,POSITIVE,0.9918,0.9918,39,0.8666666666666667,0.9826,102,0.6257668711656442,-13.0293255,-19.334442
35,me),me,me,36,6,2,Chorus,3,18,19,1,1,"[23, 31, 36, 189, 197, 202, 215, 236, 256, 264, 269, 282, 303, 326, 373, 514, 522, 527, 540]","[('me', 'PRP')]",PRON,POSITIVE,0.9947,(Jesus walk with me), jesus walk with me,POSITIVE,0.9918,0.9918,39,0.8666666666666667,0.9947,130,0.7975460122699386,-3.5018003,22.866491
36,You,You,you,37,7,3,Verse 1,1,1,4,4,4,"[37, 87, 124, 443]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,You know what the Midwest is? Young and restless, you know what the midwest is young and restless,NEGATIVE,0.9002,-0.9002,31,0.6888888888888889,0.9991,156,0.9570552147239264,3.6016881,21.620945
37,know,know,know,38,7,3,Verse 1,1,2,3,3,3,"[38, 167, 370]","[('know', 'VB')]",V,POSITIVE,0.9948,You know what the Midwest is? Young and restless, you know what the midwest is young and restless,NEGATIVE,0.9002,-0.9002,31,0.6888888888888889,0.9948,131,0.803680981595092,-20.713423,1.3849918
38,what,what,what,39,7,3,Verse 1,1,3,1,1,1,[39],"[('what', 'WP')]",OTH,POSITIVE,0.9943,You know what the Midwest is? Young and restless, you know what the midwest is young and restless,NEGATIVE,0.9002,-0.9002,31,0.6888888888888889,0.9943,129,0.7914110429447853,15.655735,-22.533972
39,the,the,the,40,7,3,Verse 1,1,4,26,15,15,"[24, 27, 40, 72, 75, 82, 106, 134, 190, 193, 203, 257, 260, 270, 328, 335, 342, 381, 415, 420, 427, 495, 505, 515, 518, 528]","[('the', 'DT')]",DET,POSITIVE,0.9636,You know what the Midwest is? Young and restless, you know what the midwest is young and restless,NEGATIVE,0.9002,-0.9002,31,0.6888888888888889,0.9636,82,0.5030674846625767,-7.0260367,-14.215205
40,Midwest,Midwest,midwest,41,7,3,Verse 1,1,5,1,1,1,[41],"[('midwest', 'NN')]",N,POSITIVE,0.9972,You know what the Midwest is? Young and restless, you know what the midwest is young and restless,NEGATIVE,0.9002,-0.9002,31,0.6888888888888889,0.9972,141,0.8650306748466258,5.2576413,6.5771856
41,is?,is,is,42,7,3,Verse 1,1,6,7,4,4,"[42, 68, 79, 209, 276, 387, 534]","[('is', 'VBZ')]",V,POSITIVE,0.9275,You know what the Midwest is? Young and restless, you know what the midwest is young and restless,NEGATIVE,0.9002,-0.9002,31,0.6888888888888889,0.9275,65,0.3987730061349693,-18.826046,-10.2821245
42,Young,Young,young,43,7,3,Verse 1,1,7,1,1,1,[43],"[('young', 'JJ')]",ADJ,POSITIVE,0.9964,You know what the Midwest is? Young and restless, you know what the midwest is young and restless,NEGATIVE,0.9002,-0.9002,31,0.6888888888888889,0.9964,137,0.8404907975460123,-2.4581661,-7.4285107
43,and,and,and,44,7,3,Verse 1,1,8,7,5,5,"[44, 53, 114, 143, 219, 286, 493]","[('and', 'CC')]",CONJ,POSITIVE,0.9708,You know what the Midwest is? Young and restless, you know what the midwest is young and restless,NEGATIVE,0.9002,-0.9002,31,0.6888888888888889,0.9708,90,0.5521472392638037,6.730306,-21.20504
44,restless,restless,restless,45,7,3,Verse 1,1,9,2,2,2,"[45, 47]","[('restless', 'NN')]",N,NEGATIVE,0.9994,You know what the Midwest is? Young and restless, you know what the midwest is young and restless,NEGATIVE,0.9002,-0.9002,31,0.6888888888888889,-0.9994,4,0.024539877300613498,-0.3357325,4.5385923
45,Where,Where,where,46,8,3,Verse 1,2,10,2,2,2,"[46, 77]","[('where', 'WRB')]",OTH,POSITIVE,0.768,Where restless (Niggas) might snatch your necklace, where restless niggas might snatch your necklace,NEGATIVE,0.9929,-0.9929,10,0.2222222222222222,0.768,54,0.3312883435582822,5.248227,9.780698
46,restless,restless,restless,47,8,3,Verse 1,2,11,2,2,2,"[45, 47]","[('restless', 'NN')]",N,NEGATIVE,0.9994,Where restless (Niggas) might snatch your necklace, where restless niggas might snatch your necklace,NEGATIVE,0.9929,-0.9929,10,0.2222222222222222,-0.9994,4,0.024539877300613498,-0.33573252,4.5385923
47,(Niggas),Niggas,niggas,48,8,3,Verse 1,2,12,3,3,3,"[48, 56, 64]","[('niggas', 'NN')]",N,NEGATIVE,0.6748,Where restless (Niggas) might snatch your necklace, where restless niggas might snatch your necklace,NEGATIVE,0.9929,-0.9929,10,0.2222222222222222,-0.6748,40,0.24539877300613497,15.206207,1.032797
48,might,might,might,49,8,3,Verse 1,2,13,2,2,2,"[49, 57]","[('might', 'MD')]",V,NEGATIVE,0.5435,Where restless (Niggas) might snatch your necklace, where restless niggas might snatch your necklace,NEGATIVE,0.9929,-0.9929,10,0.2222222222222222,-0.5435,47,0.2883435582822086,-20.61217,-4.0794473
49,snatch,snatch,snatch,50,8,3,Verse 1,2,14,1,1,1,[50],"[('snatch', 'NN')]",N,NEGATIVE,0.948,Where restless (Niggas) might snatch your necklace, where restless niggas might snatch your necklace,NEGATIVE,0.9929,-0.9929,10,0.2222222222222222,-0.948,30,0.18404907975460122,-0.4701214,1.6538721
50,your,your,your,51,8,3,Verse 1,2,15,2,2,2,"[51, 59]","[('your', 'PRP$')]",PRON,POSITIVE,0.9981,Where restless (Niggas) might snatch your necklace, where restless niggas might snatch your necklace,NEGATIVE,0.9929,-0.9929,10,0.2222222222222222,0.9981,147,0.901840490797546,4.16468,16.862324
51,necklace,necklace,necklace,52,8,3,Verse 1,2,16,1,1,1,[52],"[('necklace', 'NN')]",N,POSITIVE,0.9957,Where restless (Niggas) might snatch your necklace, where restless niggas might snatch your necklace,NEGATIVE,0.9929,-0.9929,10,0.2222222222222222,0.9957,133,0.8159509202453987,2.297262,1.5182211
52,And,And,and,53,9,3,Verse 1,3,17,7,5,5,"[44, 53, 114, 143, 219, 286, 493]","[('and', 'CC')]",CONJ,POSITIVE,0.9708,And next these (Niggas) might jack your Lexus, and next these niggas might jack your lexus,NEGATIVE,0.9973,-0.9973,6,0.13333333333333333,0.9708,90,0.5521472392638037,6.0942574,-21.827616
53,next,next,next,54,9,3,Verse 1,3,18,2,2,2,"[54, 501]","[('next', 'JJ')]",ADJ,POSITIVE,0.9865,And next these (Niggas) might jack your Lexus, and next these niggas might jack your lexus,NEGATIVE,0.9973,-0.9973,6,0.13333333333333333,0.9865,106,0.6503067484662577,13.410736,-17.192984
54,these,these,these,55,9,3,Verse 1,3,19,2,2,2,"[55, 63]","[('these', 'DT')]",DET,POSITIVE,0.954,And next these (Niggas) might jack your Lexus, and next these niggas might jack your lexus,NEGATIVE,0.9973,-0.9973,6,0.13333333333333333,0.954,78,0.4785276073619632,6.869706,-9.09468
55,(Niggas),Niggas,niggas,56,9,3,Verse 1,3,20,3,3,3,"[48, 56, 64]","[('niggas', 'NN')]",N,NEGATIVE,0.6748,And next these (Niggas) might jack your Lexus, and next these niggas might jack your lexus,NEGATIVE,0.9973,-0.9973,6,0.13333333333333333,-0.6748,40,0.24539877300613497,15.206207,1.032797
56,might,might,might,57,9,3,Verse 1,3,21,2,2,2,"[49, 57]","[('might', 'MD')]",V,NEGATIVE,0.5435,And next these (Niggas) might jack your Lexus, and next these niggas might jack your lexus,NEGATIVE,0.9973,-0.9973,6,0.13333333333333333,-0.5435,47,0.2883435582822086,-20.612171,-4.0794473
57,jack,jack,jack,58,9,3,Verse 1,3,22,1,1,1,[58],"[('jack', 'NN')]",N,POSITIVE,0.9983,And next these (Niggas) might jack your Lexus, and next these niggas might jack your lexus,NEGATIVE,0.9973,-0.9973,6,0.13333333333333333,0.9983,149,0.9141104294478528,16.90577,10.648327
58,your,your,your,59,9,3,Verse 1,3,23,2,2,2,"[51, 59]","[('your', 'PRP$')]",PRON,POSITIVE,0.9981,And next these (Niggas) might jack your Lexus, and next these niggas might jack your lexus,NEGATIVE,0.9973,-0.9973,6,0.13333333333333333,0.9981,147,0.901840490797546,4.164835,16.862429
59,Lexus,Lexus,lexus,60,9,3,Verse 1,3,24,1,1,1,[60],"[('lexus', 'NN')]",N,NEGATIVE,0.9859,And next these (Niggas) might jack your Lexus, and next these niggas might jack your lexus,NEGATIVE,0.9973,-0.9973,6,0.13333333333333333,-0.9859,21,0.12883435582822086,19.40393,5.15004
60,Somebody,Somebody,somebody,61,10,3,Verse 1,4,25,1,1,1,[61],"[('somebody', 'NN')]",N,POSITIVE,0.9368,Somebody tell these (Niggas) who Kanye West is, somebody tell these niggas who kanye west is,NEGATIVE,0.9914,-0.9914,12,0.26666666666666666,0.9368,70,0.4294478527607362,11.313436,-4.1256557
61,tell,tell,tell,62,10,3,Verse 1,4,26,1,1,1,[62],"[('tell', 'NN')]",N,POSITIVE,0.9845,Somebody tell these (Niggas) who Kanye West is, somebody tell these niggas who kanye west is,NEGATIVE,0.9914,-0.9914,12,0.26666666666666666,0.9845,105,0.6441717791411042,-15.194027,3.2641072
62,these,these,these,63,10,3,Verse 1,4,27,2,2,2,"[55, 63]","[('these', 'DT')]",DET,POSITIVE,0.954,Somebody tell these (Niggas) who Kanye West is, somebody tell these niggas who kanye west is,NEGATIVE,0.9914,-0.9914,12,0.26666666666666666,0.954,78,0.4785276073619632,6.8689175,-9.09365
63,(Niggas),Niggas,niggas,64,10,3,Verse 1,4,28,3,3,3,"[48, 56, 64]","[('niggas', 'NN')]",N,NEGATIVE,0.6748,Somebody tell these (Niggas) who Kanye West is, somebody tell these niggas who kanye west is,NEGATIVE,0.9914,-0.9914,12,0.26666666666666666,-0.6748,40,0.24539877300613497,15.206207,1.0327969
64,who,who,who,65,10,3,Verse 1,4,29,1,1,1,[65],"[('who', 'WP')]",OTH,NEGATIVE,0.7149,Somebody tell these (Niggas) who Kanye West is, somebody tell these niggas who kanye west is,NEGATIVE,0.9914,-0.9914,12,0.26666666666666666,-0.7149,39,0.2392638036809816,15.429275,-22.643122
65,Kanye,Kanye,kanye,66,10,3,Verse 1,4,30,1,1,1,[66],"[('kanye', 'NN')]",N,POSITIVE,0.9353,Somebody tell these (Niggas) who Kanye West is, somebody tell these niggas who kanye west is,NEGATIVE,0.9914,-0.9914,12,0.26666666666666666,0.9353,68,0.4171779141104294,14.020864,4.0361943
66,West,West,west,67,10,3,Verse 1,4,31,1,1,1,[67],"[('west', 'NN')]",N,POSITIVE,0.9968,Somebody tell these (Niggas) who Kanye West is, somebody tell these niggas who kanye west is,NEGATIVE,0.9914,-0.9914,12,0.26666666666666666,0.9968,139,0.852760736196319,6.989044,5.856568
67,is,is,is,68,10,3,Verse 1,4,32,7,4,4,"[42, 68, 79, 209, 276, 387, 534]","[('is', 'VBZ')]",V,POSITIVE,0.9275,Somebody tell these (Niggas) who Kanye West is, somebody tell these niggas who kanye west is,NEGATIVE,0.9914,-0.9914,12,0.26666666666666666,0.9275,65,0.3987730061349693,-19.058643,-9.9673815
68,I,I,I,69,11,3,Verse 1,5,33,19,10,10,"[69, 166, 168, 178, 183, 207, 220, 225, 237, 274, 287, 292, 304, 369, 395, 429, 459, 485, 532]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,I walk through the valley of the Chi where death is, I walk through the valley of the chi where death is,NEGATIVE,0.978,-0.978,24,0.5333333333333333,0.9797,96,0.588957055214724,1.0017475,-14.863788
69,walk,walk,walk,70,11,3,Verse 1,5,34,14,1,1,"[20, 34, 70, 186, 200, 218, 234, 253, 267, 285, 301, 324, 511, 525]","[('walk', 'NN')]",N,POSITIVE,0.9979,I walk through the valley of the Chi where death is, I walk through the valley of the chi where death is,NEGATIVE,0.978,-0.978,24,0.5333333333333333,0.9979,145,0.8895705521472392,-15.507785,8.477142
70,through,through,through,71,11,3,Verse 1,5,35,1,1,1,[71],"[('through', 'IN')]",PREP,POSITIVE,0.8997,I walk through the valley of the Chi where death is, I walk through the valley of the chi where death is,NEGATIVE,0.978,-0.978,24,0.5333333333333333,0.8997,57,0.3496932515337423,-13.280272,-10.150366
71,the,the,the,72,11,3,Verse 1,5,36,26,15,15,"[24, 27, 40, 72, 75, 82, 106, 134, 190, 193, 203, 257, 260, 270, 328, 335, 342, 381, 415, 420, 427, 495, 505, 515, 518, 528]","[('the', 'DT')]",DET,POSITIVE,0.9636,I walk through the valley of the Chi where death is, I walk through the valley of the chi where death is,NEGATIVE,0.978,-0.978,24,0.5333333333333333,0.9636,82,0.5030674846625767,-8.867703,-11.976866
72,valley,valley,valley,73,11,3,Verse 1,5,37,1,1,1,[73],"[('valley', 'NN')]",N,POSITIVE,0.965,I walk through the valley of the Chi where death is, I walk through the valley of the chi where death is,NEGATIVE,0.978,-0.978,24,0.5333333333333333,0.965,84,0.5153374233128835,7.105173,5.3020964
73,of,of,of,74,11,3,Verse 1,5,38,6,6,6,"[12, 74, 121, 131, 148, 344]","[('of', 'IN')]",PREP,POSITIVE,0.9193,I walk through the valley of the Chi where death is, I walk through the valley of the chi where death is,NEGATIVE,0.978,-0.978,24,0.5333333333333333,0.9193,63,0.38650306748466257,-11.4003525,-23.238312
74,the,the,the,75,11,3,Verse 1,5,39,26,15,15,"[24, 27, 40, 72, 75, 82, 106, 134, 190, 193, 203, 257, 260, 270, 328, 335, 342, 381, 415, 420, 427, 495, 505, 515, 518, 528]","[('the', 'DT')]",DET,POSITIVE,0.9636,I walk through the valley of the Chi where death is, I walk through the valley of the chi where death is,NEGATIVE,0.978,-0.978,24,0.5333333333333333,0.9636,82,0.5030674846625767,-8.1985235,-11.766291
75,Chi,Chi,chi,76,11,3,Verse 1,5,40,1,1,1,[76],"[('chi', 'NN')]",N,POSITIVE,0.9936,I walk through the valley of the Chi where death is, I walk through the valley of the chi where death is,NEGATIVE,0.978,-0.978,24,0.5333333333333333,0.9936,125,0.7668711656441718,-3.0282722,-6.651631
76,where,where,where,77,11,3,Verse 1,5,41,2,2,2,"[46, 77]","[('where', 'WRB')]",OTH,POSITIVE,0.768,I walk through the valley of the Chi where death is, I walk through the valley of the chi where death is,NEGATIVE,0.978,-0.978,24,0.5333333333333333,0.768,54,0.3312883435582822,5.248229,9.780683
77,death,death,death,78,11,3,Verse 1,5,42,1,1,1,[78],"[('death', 'NN')]",N,NEGATIVE,0.9997,I walk through the valley of the Chi where death is, I walk through the valley of the chi where death is,NEGATIVE,0.978,-0.978,24,0.5333333333333333,-0.9997,1,0.006134969325153374,6.9277687,2.1127102
78,is,is,is,79,11,3,Verse 1,5,43,7,4,4,"[42, 68, 79, 209, 276, 387, 534]","[('is', 'VBZ')]",V,POSITIVE,0.9275,I walk through the valley of the Chi where death is, I walk through the valley of the chi where death is,NEGATIVE,0.978,-0.978,24,0.5333333333333333,0.9275,65,0.3987730061349693,-18.38817,-10.266946
79,Top,Top,top,80,12,3,Verse 1,6,44,1,1,1,[80],"[('top', 'NN')]",N,POSITIVE,0.9997,Top floor the view alone will leave you breathless *gasps*, top floor the view alone will leave you breathless *gasps*,POSITIVE,0.9989,0.9989,42,0.9333333333333333,0.9997,162,0.9938650306748467,-4.458851,-0.5418538
80,floor,floor,floor,81,12,3,Verse 1,6,45,1,1,1,[81],"[('floor', 'NN')]",N,POSITIVE,0.908,Top floor the view alone will leave you breathless *gasps*, top floor the view alone will leave you breathless *gasps*,POSITIVE,0.9989,0.9989,42,0.9333333333333333,0.908,60,0.36809815950920244,4.3466873,4.1741576
